Id,color1,color2,color3,color4,color5
684,[86.80616504 68.33241999 61.73100717],[198.15039191 189.49786091 171.5435156 ],[158.07784566 141.46031667 123.18431617],[47.38380534 39.59726562 38.32827148],[116.18974496 104.45152972  94.24019961],
685,[197.03198528 143.883017    66.80674441],[203.47303717 168.71566094 108.00858476],[154.44967954 111.25532652  58.57493937],[101.25343498  94.31330185  60.00722556],[72.75240479 62.40216626 42.80427387],
686,[112.93420169 109.62881856 106.3323293 ],[186.2872922  167.15570071 123.18620168],[79.47859452 73.12685875 71.29287421],[148.95787311 130.23503303 104.66563526],[125.99720328 100.86563466  73.14908493],
687,[34.58825082 28.60747544 34.46096675],[188.83634758 176.80789437 159.0777349 ],[124.37617743  89.51855341  77.8380145 ],[163.95004579 142.59457997 125.72104737],[73.21806673 51.43023897 50.61073202],
688,[44.65981919 42.17633354 42.42315454],[118.69546095 136.76639537 107.28827673],[168.03632002  67.57962628  67.23502799],[81.96368797 62.78154395 57.32904638],[219.67614111 216.28506939 199.94081257],
689,[132.64234315 133.45575479 111.46330079],[102.93264366  71.32084875  53.38246621],[79.60014141 91.31759022 79.41608181],[174.86741834 180.19827558 162.6465926 ],[49.6814144  38.77626172 35.83272226],
690,[75.70789429 73.15486914 76.12029798],[102.48840992 101.34800054 101.3776603 ],[212.44907312 209.30223623 194.82527048],[194.43960787 186.2409716  166.85281355],[165.30712483 148.80363036 125.25697276],
691,[128.61451582 100.56961646  77.74234743],[79.16471031 50.78164137 49.39719726],[49.24903236 30.7147163  30.70672816],[140.70566902  48.19478883  55.67207675],[173.3734152  145.4400307  118.02655411],
692,[197.80060317 147.23023594 123.98253002],[77.03479866 69.0358876  66.23480813],[140.26299997  99.5880224   86.67553438],[220.77514072 169.440935   147.00483992],[175.38675302 123.31196383 104.65073934],
693,[157.27186542 116.26461259  75.39617934],[232.57469779 220.27812459 202.628046  ],[215.93596218 169.2706565  116.09756098],[106.03536739  72.97150181  52.79911081],[202.71959116  79.91105891  43.83847554],
694,[160.43533324  89.02955038  74.58513807],[101.85360247 112.66178862 114.23610877],[60.44882538 69.56420935 70.9935242 ],[221.39532583 207.14074353 203.40102719],[181.65920363 143.62002267 135.3939351 ],
695,[71.40483075 76.65433032 92.1342467 ],[250.82720797 241.81761874 211.75539639],[187.38911399 201.46741518 211.09030998],[127.8335787  126.39042864 129.18511169],[236.44487169 193.33869575 146.61359178],
696,[134.08469407  68.79493615  54.08793443],[107.41234281 112.21026834 129.7766363 ],[201.01467069 172.18946377 138.20095713],[36.56718203 31.5516255  34.3485869 ],[69.92807851 75.33481147 95.21101519],
697,[192.85866634 133.5014366  157.43473586],[143.93223648  81.77203012  70.19288901],[177.23235496 163.7746582   80.47474557],[228.40581045 163.89231094  68.48569455],[43.65539124 39.00283302 40.26868378],
698,[140.94539873  51.41241503  29.59504057],[168.70773437 132.47861363 106.97513008],[ 70.0348027   99.68310841 101.26254217],[19.30017925 17.44670522 23.65386667],[72.3705651 38.3823266 29.931573 ],
699,[190.21943976 178.37750046 166.91241095],[188.54461268 142.03367738 121.06709711],[158.3773772  151.01332249 142.8879284 ],[65.66458154 56.23983798 50.49717189],[138.08014897 102.6884273   85.60485678],
700,[41.94554282 42.61881375 44.38966545],[104.27484857 118.17472255 131.6297275 ],[135.48078431  77.91598039  56.52735294],[ 74.99817608  86.3160658  102.97749936],[148.11604623 150.33182574 155.23680854],
701,[103.03433836  47.69849246  39.97319933],[63.12053259 35.94533987 32.87386125],[135.44815588  52.15031315  46.8559499 ],[192.62528736 161.73103448  84.45287356],[130.84039088 101.55374593  78.6514658 ],
702,[149.80540444 142.76313208 125.17408365],[86.32037506 71.91469942 70.77708169],[183.34422682 175.68232259 157.35593408],[207.97729322 204.28730475 190.84839082],[203.19325599  69.19143904  28.45632733],
703,[62.32640171 68.78554382 59.00303888],[220.07431321 213.52488274 197.45200097],[199.25594698 169.58140361 126.1121346 ],[167.22176179 126.38276344  79.0774374 ],[107.34614322  94.63390505  62.39457637],
704,[184.70877452 169.28786013 152.73512271],[165.97402699 111.66201886  57.43015603],[221.16030342 168.74862747  65.42602294],[72.28112898 82.05175022 87.62955255],[230.84335309 225.15554615 217.33598645],
705,[47.9535549  51.18876021 51.56572439],[107.6439191  109.79002792 118.47426903],[128.25605126 133.39847817 145.36177813],[219.61803406 217.75193498 214.21052632],[78.98841024 83.08833065 97.06258857],
706,[162.10989823 148.47119173 128.67424491],[53.18722568 43.04275709 38.23045025],[143.23857577  95.33762682  70.16692646],[90.50991837 64.73189678 51.66025191],[197.39911815 185.88065243 168.98896035],
707,[173.41822291 137.90621763 119.8886099 ],[98.09569528 64.49033635 59.07703732],[129.0683299   97.77962718  78.29905203],[205.10535029 191.63023033 178.08006238],[52.84736373 41.44866632 42.03948329],
708,[45.202187   41.33408963 40.17417561],[111.78278119  67.72614085  47.6126225 ],[176.5647253  153.74950876 145.13762477],[80.69610833 76.48700744 79.3931113 ],[147.09816191 107.41182636  80.41967931],
709,[148.6194006  124.69021971 104.15587671],[167.27616659 146.12472743 129.29066725],[30.28136051 31.56680946 33.55466685],[113.22630584  93.26164027  75.74273221],[56.94490631 59.71054368 75.33676432],
710,[108.5364407  110.26835382 135.19234075],[50.17254048 38.1080147  43.06430807],[183.94356115 101.88285498 101.84548145],[191.14614389 165.08972268 157.13320583],[100.72414588  67.77023679  69.22354093],
711,[74.88611266 82.0099753  97.51527368],[109.09190109  89.49804785  61.48703574],[100.29892048 110.98146221 129.44730471],[160.03148181 145.75871736 124.31861457],[39.00320249 41.64966603 39.68326471],
712,[46.10499375 48.06942384 48.49562284],[29.27819472 30.39076825 32.29587384],[64.79548221 67.34336842 66.1565179 ],[103.83567453  91.19807403  78.84375828],[157.36325775 138.59861175 120.13123554],
713,[46.56296512 43.30150345 37.05727571],[180.13750873 149.11566938 113.81438882],[94.31493089 57.92675846 41.27362174],[153.66871094 102.91817723  62.08504444],[149.84459596  60.22605731  42.57431125],
714,[35.44339725 34.52731105 34.11977129],[71.45752157 52.1685711  39.29720619],[168.35584231 140.82860988 106.63426219],[134.01439511  97.91158644  55.2416457 ],[107.00364913  76.88701635  49.61049054],
715,[138.22661263  90.03199932  73.94934144],[171.71625396 134.91472724 126.0680041 ],[71.99547867 61.24713322 53.21948103],[32.70349005 34.4907731  34.41572328],[96.74209659 89.80548324 81.81579087],
716,[45.39236716 44.52285361 50.58294495],[152.58431373 147.66321569 136.26352941],[65.22655309 59.70998723 64.90976771],[135.96886747 104.31060241  56.14226506],[103.96739326 102.53355251  99.60232391],
717,[151.60790619 148.83138729 146.78737878],[168.80217434 142.08910852  80.58770508],[43.26804419 45.7921318  43.18478448],[99.37347059 90.36296515 74.53058814],[176.95904948 174.6451323  169.92040115],
718,[164.9374597  131.71003427 112.79520852],[219.26119403 213.1774461  202.04767828],[107.3244789   88.5603178   84.23102879],[162.13537726  64.81457296  63.29042405],[59.38777201 53.37340405 60.06036809],
719,[134.3643926  120.72978442 100.87517174],[45.84557719 47.48303219 42.98294482],[174.45579189 164.59238123 141.6295116 ],[100.23100423  93.19307536  82.41986527],[72.54668297 69.85547233 62.28734332],
720,[39.22876781 39.68598284 37.81152302],[83.83139376 74.46223689 54.08591401],[184.49826173 169.72969094 134.04184608],[128.21127375 102.47850178  78.29423442],[150.70144902 135.09756315 107.59948228],
721,[213.55529987 208.90553724 197.89094724],[139.28191304 126.01982609 110.17878261],[84.71860001 71.64897805 57.57283072],[193.40167948 190.12956775 179.17033501],[170.33135814 160.99183535 151.29184666],
722,[177.74353561 141.50232481 107.02301086],[132.88091245 139.2782204  142.58990272],[112.72603733  98.45560499  86.16495793],[61.96758549 72.1628109  63.84005559],[203.78228046 202.47694846 194.37823754],
723,[96.1656901  87.83350785 80.35265679],[155.238      152.94880357 148.75405357],[182.21037037 180.37025926 174.67333333],[54.05092811 53.07900688 52.9324649 ],[123.27419544 116.98361578 112.31887115],
724,[202.32289122 189.74074449 184.08934743],[147.02277611 104.20471637  94.82235711],[201.51334471 150.48343582 131.5212968 ],[97.4288597  67.11308064 60.61466329],[172.2734641  161.35409322 158.85841695],
725,[140.09766476 114.36986475 102.73430931],[202.66468686 188.35701264 180.25804175],[85.15663694 79.51799103 68.15692094],[193.42510092 149.68764861 133.89193224],[56.77808324 54.13573665 51.72298056],
726,[48.48922258 45.42951009 46.94001506],[103.78810957  79.85984347  64.77528597],[118.91153039 125.38770129 143.73529995],[ 95.48309229  96.30480535 115.33908731],[172.10636432 139.52267602 106.93547983],
727,[46.86654185 49.24888767 52.39018722],[150.01645289 148.24649564 150.77791308],[71.90219134 74.81235331 82.81226036],[190.98412526 183.66961045 172.93381915],[129.72085823 117.48078888 100.67385987],
728,[128.20619171 118.64935025 108.35199511],[109.32578519  83.50979244  63.5113411 ],[56.64538104 48.41447445 40.24132343],[164.27198092 120.40251342  75.20325185],[168.31117567 156.45141262 140.60104807],
729,[85.39548009 66.5479842  50.96064093],[168.12519087 152.16595481 132.08314338],[62.35467909 63.20820071 85.77594189],[132.408595   115.97886414  93.78485897],[42.93812229 41.45814023 43.4277919 ],
730,[71.77309103 59.01476934 52.64399603],[38.10751213 37.90345405 39.84829342],[157.64414806 126.12283754 109.48535807],[128.18761813  77.15510125  56.61539055],[202.23447262 198.63285557 192.60565968],
731,[157.37459409 125.26189968  61.47470518],[145.62305563 136.82208691 125.93252145],[181.40001836 175.2425487  161.50806507],[46.00323368 42.42100588 48.3515588 ],[114.19136121  89.79394252  60.12858372],
732,[171.71409198 163.76691014 156.84142657],[37.757992   37.3762617  40.25415604],[221.13822246 215.41173664 202.83730916],[136.2384192  106.00061536 106.31168165],[84.09735593 70.99512094 75.40458631],
733,[48.55627931 46.27523015 45.54438075],[126.15040808 109.65221254  97.49425351],[84.64778121 79.50965959 76.29833823],[208.42253112 200.38334867 185.70596213],[155.96790002 143.12171027 130.5510929 ],
734,[142.13103034 118.49891721  98.14778094],[143.74565567 144.19631784 136.95483426],[50.17029362 50.3316685  48.08557336],[174.79589746 170.95260474 156.25722176],[90.18716137 83.66000849 74.07817533],
735,[176.15096162 172.43708986 155.62537996],[75.40897171 66.56528131 59.32916799],[48.58784863 46.85149873 46.0226807 ],[128.87748797 121.11122334 106.54417444],[129.59462346  80.8327844   56.18524123],
736,[70.89451392 53.53617766 57.53781829],[214.71230325 197.93593643 187.71127671],[198.71459154 140.32916595 128.75843466],[125.62323735  69.83756541  73.56889485],[185.82465326  83.45909303 101.89908057],
737,[195.71472946 190.49280107 183.48255887],[78.78353648 74.10044635 71.85783691],[48.58668745 49.39484473 49.58821988],[121.19707909 113.00361011 101.94785034],[161.11676745 154.54077332 148.43844603],
738,[136.55498051  72.62286662  51.25873104],[172.86580341 162.7007063  153.16959174],[130.24376994 121.76432915 105.48360247],[205.32547904 197.40153508 187.2056966 ],[70.12202837 57.44617642 49.96158487],
739,[178.84606485 176.92103665 171.08281029],[134.59623757 134.17748295 134.74398258],[164.79113082 105.96139573 105.39330144],[78.1273878  72.75605486 75.12455995],[36.5222427  39.13992557 41.70944779],
740,[91.20206215 82.78477401 62.10740113],[121.84626656 112.51195639  90.89420935],[156.51388621 145.89705761 122.80892351],[180.68550658 172.76050834 147.25473492],[164.51079099 139.05206057  72.82430528],
741,[196.7882168  175.97419257 171.8268012 ],[133.40676033  88.45020478  89.80481103],[70.24085318 64.63014613 67.76768755],[172.74700792 139.80597496 132.53070337],[46.45077921 44.34518216 46.61930113],
742,[40.91706646 42.21579094 43.08769833],[130.60055858 133.75614849 138.44054882],[140.17431006 117.9757914   91.74807224],[95.62215621 84.26005484 72.65750051],[179.65592687 169.76492957 148.45193316],
743,[75.26366013 57.59633987 49.39315904],[117.15393712  87.04216545  66.3874427 ],[179.27990136 158.95176616 136.35424675],[32.1993006  34.35736248 36.48370368],[151.43291691 124.17032444  96.95355904],
744,[150.10897397  66.54294644  61.12069484],[167.31412317 148.63856063 133.29666289],[199.55569581 185.74209128 170.30238634],[100.03971399 104.88257192 130.95562354],[59.87240618 49.99773731 56.42384106],
745,[169.97464381 167.4436529  166.09989536],[52.704416  44.9024683 45.0975562],[84.18043704 79.4569543  79.76060691],[126.76921906 104.03541612 106.82048439],[145.83814596 136.08566382 132.43624053],
746,[155.91038815 142.67227665 129.00720309],[83.26041538 74.96714096 68.61718073],[120.26231877 107.64723182  95.82529281],[42.66613609 42.7586805  46.68103299],[192.64528019 182.37101883 174.75822151],
747,[160.92889767 155.72332634 146.10319714],[36.25689337 36.63147674 38.50582596],[87.33976181 59.35902164 46.04635677],[205.71417081 199.72272594 188.84191284],[125.49690385 111.64630714  87.34485476],
748,[48.64555898 46.83446746 49.09961981],[127.29858427 103.62391011  76.6714382 ],[154.79314417 143.08436208 108.81789039],[87.07878102 71.62604226 60.33162801],[ 92.72447843 101.34318639 115.2083494 ],
749,[108.34469697  75.35786767  59.87920489],[154.92361501 132.73995405 107.61312229],[35.59809705 37.96997043 40.82797808],[51.31515978 48.08219749 56.75826644],[192.92955653 194.16703216 181.91578947],
750,[121.59365272 116.46592874 117.20854952],[44.59619688 40.66466394 41.99179293],[174.53818687 170.49880976 163.75315744],[105.90753759  64.00589078  52.06652347],[178.0698992  158.09493379  81.38915607],
751,[151.19497371  56.19889729  63.45882805],[156.19057153 127.61894794 109.88851474],[67.7032353  66.46165697 69.37128929],[50.27170105 46.16036996 53.03474707],[206.11069034 175.86138067 161.01719921],
752,[110.31323923  62.76735104  50.39603325],[91.74678919 92.28537422 94.90690508],[46.1179671  47.26571317 51.61383289],[127.24828152 126.6745286  127.07550819],[178.92495253 175.65557569 170.16951493],
753,[148.74942059 111.8194274   96.01717791],[44.86563532 48.04644169 45.13625583],[102.85995958  79.58260965  69.84248184],[203.66343545 181.45560132 173.15832624],[213.41343097 204.46618171 188.31344542],
754,[46.74212195 43.81454033 39.50984565],[137.53544637 133.99607531 110.2958915 ],[74.11880806 62.22158422 49.13250452],[102.63544496  95.32177664  77.58276082],[193.19078404 186.49023384 169.66162311],
755,[48.9656717  46.76842063 49.80274893],[182.30061835 173.66945338 163.91951521],[80.62327288 74.25331031 73.74438687],[126.47146234 118.41959763 113.38341294],[169.86839956  77.82199238  79.93195427],
756,[111.06863976  68.66797166  57.08242729],[56.52886275 45.71661724 54.81242983],[174.71230988 135.43053455 107.00378013],[140.6041594  104.50109825  82.32830695],[180.74912104  66.30410308  73.39775958],
757,[149.69719955 128.22048017 103.49906878],[185.16461864 168.19793645 148.59692616],[58.89698629 51.88998495 48.66146965],[102.09259965  87.91184818  74.98424196],[194.61384686 174.27116768  97.27638815],
758,[150.90787522 149.68769675 137.57051799],[40.92232663 40.67698703 40.59308896],[71.64634866 69.94944302 65.76534324],[136.98239167  78.60878885  54.404226  ],[115.0543405  112.8218225  104.43429249],
759,[110.00573522  84.01585152  66.40029738],[165.37726058 151.65396806 137.69019949],[35.42765719 39.21828737 41.82534446],[70.46637222 61.78756867 56.84046106],[139.01555174 108.51495904  90.12834168],
760,[167.02420835 128.49668282  88.58852868],[102.24169466  77.18840985  54.03157273],[57.83627408 48.37141597 39.80091163],[136.59201185 102.59099454  71.44697791],[178.00899256 148.28173643 114.38380426],
761,[211.56806433 205.23779437 191.65623205],[83.69155683 68.30701318 50.93223079],[131.331539   104.92820076  85.99740531],[160.70155818 148.95338858 136.73205139],[47.45927915 44.51184512 40.33394856],
762,[39.82385095 39.91485253 39.46667299],[165.85238801 117.60461074  54.01447623],[125.57188983  90.88674722  50.54297735],[168.79006532 169.44014887 142.11848701],[84.47138157 75.52981162 62.52588856],
