Id,color1,color2,color3,color4,color5
544,[221.85050075 208.80661861 190.78624994],[180.47597306 145.76114313 113.41814576],[58.70334984 43.91715768 50.71691824],[130.44968037  83.28447917  70.63085062],[203.55448988  70.41578434  45.73361981],
545,[170.68330312 155.60728531 140.7577221 ],[47.14605767 46.98098813 51.23246726],[ 96.6049689  100.69923952  93.16371282],[199.10606458  41.82685744   5.4145445 ],[214.20932866 207.75702346 205.23801564],
546,[200.2449249  189.73093613 183.89450766],[41.34722656 58.44694523 62.35118613],[138.83693988 133.39634796 123.73441974],[ 45.53043066 111.92895125 147.00621249],[232.89984122 236.73530221 240.02462157],
547,[149.43229639 131.92205275 105.18720427],[185.70838452 170.82906419 141.78886854],[116.50897702  84.67519735  63.20934727],[47.09021469 47.12355541 46.41478233],[208.57939159 205.66752242 194.06745208],
548,[215.4736763  213.92854043 223.85252387],[ 62.09248317 129.61893637 188.14291604],[47.03011518 44.23015433 44.84084309],[182.27290599 170.47979138 159.8437547 ],[135.99274595 109.37656438  78.92203688],
549,[52.85902238 57.50140463 96.72314823],[211.90334603 216.09328669 229.88824231],[119.48627641 107.20136021 114.2596308 ],[34.54725319 35.14668559 47.77196432],[175.86791501 168.41298485 174.5384919 ],
550,[45.99436116 45.26490185 52.89528183],[177.86308982 153.31440153 140.83783476],[116.21745585  97.44983591  91.82280434],[219.66590461 209.19609557 205.54451318],[193.73749125  42.11082925  77.72183345],
551,[127.03874316  78.73026231  49.82126249],[32.70790902 31.83547777 34.95142997],[185.49885247 187.02283594 176.40517538],[154.89833656 135.96952848 109.16414266],[51.05107078 61.2005632  95.65898345],
552,[137.33014545 111.2651017   86.33070695],[224.62334443 223.75177321 222.09828991],[105.4922525   59.48503546  37.30596348],[54.41263406 34.89550092 27.12843317],[178.37101403 186.60640944 201.74094388],
553,[143.73461087  82.25195497  47.6337544 ],[204.23362246 170.08530645 123.77492121],[180.02679935 138.09103496  95.13240508],[202.36347978 208.9712681  217.095332  ],[42.32098865 33.23006483 27.54872366],
554,[33.29251247 34.71296584 33.59682554],[227.6573067  225.82641883 217.90029662],[123.6126932   84.08415243  50.6057316 ],[198.42208782 189.29161088 148.49224341],[158.75914565 134.96992419  86.97961207],
555,[195.75040116 150.73655154 105.12619393],[59.09615134 38.07223309 40.97260274],[226.90265609 209.97134513 190.70273323],[143.08042464  86.90857959  54.87047419],[165.46286791  34.04948484  62.23955833],
556,[124.78505572  93.80035191  71.28570088],[175.15753174 159.75771046 130.46116127],[40.87948383 40.77903735 52.56814766],[213.17960729 210.47527379 192.42077344],[ 44.47792225  88.42974061 142.70629001],
557,[173.88628444 145.63466124 110.55368475],[244.96493842 247.01648788 247.11379288],[132.27657503  94.6187667   54.84684994],[70.94575111 57.30539576 43.12681861],[214.33614771 179.0037103  134.93867773],
558,[186.34174067 189.82838527 181.17396178],[210.90456734 220.50029716 219.768305  ],[154.31648027 152.37410846 135.51504537],[49.39218996 76.77979406 53.22104997],[120.96293122 111.50130093  87.30940647],
559,[64.55384528 52.02735493 53.36145364],[223.2176845  222.74160954 225.23918366],[212.65023517 167.54347718 130.82341777],[200.35812202  50.86816101  56.22828114],[143.3292815  177.69418703 205.90167288],
560,[110.65849659 104.11780039  87.70411166],[166.06134285 152.56331762 142.15257895],[239.89831013 101.58639172 152.72225117],[50.31878491 47.67099037 47.52901334],[220.59943994 219.10653097 218.44178134],
561,[138.30801298  68.43282413  52.66258184],[216.78049656 207.29331707 192.95510429],[44.39106936 36.10438071 40.06585741],[184.01837803 136.04078071  82.41765502],[205.52596987 170.12859889 122.25955398],
562,[39.77767276 36.64747633 48.36958875],[234.00126564 224.13917149 208.93710753],[188.91189076 148.46323974 112.60679158],[157.97737008  80.58947728  84.96796937],[218.9616919  193.85831751 160.38140864],
563,[125.46889148  97.68881128  71.51279265],[90.24717655 62.23681201 45.33886705],[218.35880399 218.98372093 220.13953488],[153.70759721 137.94732799 115.12355975],[54.27958246 37.99442654 32.22493417],
564,[48.51775356 37.0974981  30.61062284],[30.09789052 21.76546374 22.91211646],[113.37896388  96.27657103  71.32442792],[91.79134222 73.40827436 52.19190078],[68.48673114 54.19904195 40.28484782],
565,[161.74828147 126.28643018 103.31982998],[197.26167597 175.99275245 163.57105147],[17.78836688 14.35228623 19.32996707],[139.91951113  54.64018263  35.00041869],[222.74440302 219.78853401 224.97789421],
566,[54.3482311  48.38945024 58.83196742],[212.31399174 205.56127601 202.83872017],[102.64423254  92.80436789  98.62965241],[187.17496849 153.7301013  123.4628402 ],[211.0135806   13.03977175  35.22031384],
567,[59.89513374 49.5907078  49.45121087],[215.95394942 179.18031883 133.50233729],[183.25226712 129.14938675  80.22101386],[225.67079879 222.65212675 220.12448026],[153.3436085   67.89568095  50.44705677],
568,[68.01109534 53.24158173 51.08853696],[213.78840201  59.97909548  54.10279397],[199.4255398  174.66242346 131.6774573 ],[152.86006723 128.25146218  97.68991597],[216.43202444 212.82850406 191.8953378 ],
569,[207.37813465  14.543916   123.80020589],[219.49970379 203.76940871 192.57721169],[ 94.42540199  96.04315082 163.39013841],[67.29124467 50.58838979 65.50137617],[186.66704993 133.82546207  98.94604616],
570,[64.18104653 55.96982558 59.61228715],[208.90351593 218.16082189 224.66924924],[188.80354164 141.21559947 112.1886736 ],[196.01075742 191.9402778  175.11932076],[218.59299611  13.9414786   37.96233463],
571,[208.24684035 171.21606702 143.95051087],[61.88638958 47.3477553  53.06768718],[154.11350597 106.10477593  83.66534346],[234.56330114 223.81842912 212.09185706],[213.51578156  49.15944389   9.42848196],
572,[195.85359011 164.42629826 130.56205617],[ 64.96895206  62.31227025 140.35994495],[218.20256737 214.38691099 202.09652001],[43.07785849 40.70753296 63.0897498 ],[  9.03195912 148.27134939 211.80304867],
573,[202.99695702 156.83941137 117.59999049],[53.60472137 45.00418769 48.15739857],[200.03290666  38.27459232  72.0142615 ],[223.07041853 205.9154171  185.1685252 ],[146.50837125  96.02352344  71.8989928 ],
574,[208.00497444 185.90690471 148.30347143],[161.44229259 129.09139525  98.39591516],[222.99276524 219.14350623 210.00627627],[227.00505311  57.69382283 154.66154481],[58.5648364  54.75874126 56.37188121],
575,[166.46985635 102.26936998 111.60561588],[48.82493826 46.99149963 50.72628415],[178.04130364 156.07607904 146.94262686],[ 83.46991718  93.80612618 127.34227834],[207.047337   214.00773945 228.92127875],
576,[226.75431835 225.02553162  80.74833115],[173.92123422 172.42827489 160.34193548],[132.77822159 149.36184112  44.47401822],[217.33068602 220.08238042 225.497179  ],[40.51092313 38.75605002 39.290879  ],
577,[161.3229044   84.24490258  69.83126416],[109.17385925 112.38943878 127.19345739],[174.96321222 150.2651546  144.34136469],[85.07225203 52.04713342 51.2778566 ],[196.62200936 197.50280657 205.22830191],
578,[40.23048022 41.61370552 50.05207038],[230.48190219 177.8879747   62.13145857],[161.85916106 127.11767153  95.43607686],[219.48740492  14.31976687  34.04484837],[210.30823479 192.04968443 172.97935911],
579,[194.44805003 140.89676532 112.76162739],[195.79788448  12.29320447 109.02176394],[214.5061457  207.70552593 202.01102763],[157.08047673  99.60630327  80.09281633],[59.2504894  43.4183505  44.14506767],
580,[159.30144678  29.19685233  55.20340998],[224.61895801 210.75236003 201.77083027],[193.98727102 122.64646399  89.68387555],[215.46313246 180.69468038 155.85560518],[56.54628303 45.21751591 47.9587035 ],
581,[148.39099293 122.18001458 104.28491744],[212.68857341 215.61774365 217.60869743],[208.95235886  11.65181748 107.44184068],[166.58959838 170.64077738 168.26233102],[53.21142075 47.42390602 49.90487777],
582,[193.98002516 192.18725601 145.52528845],[220.98180032 217.23093478 203.55195565],[60.02056284 43.24016226 51.94123377],[163.8171943  125.69743602 112.82020355],[116.59891307  66.53485805  87.28780888],
583,[209.80334488 199.28445081 191.64059063],[43.13442553 56.24570507 80.41878498],[ 86.0002435   98.08921313 127.094851  ],[165.81777918 145.03527365 140.05335864],[194.1875999    8.00681417  83.67779928],
584,[192.51326435 169.58069614 161.20432738],[124.01561822 118.05307384 125.43420683],[181.04401637  12.23043583  48.62956899],[42.3569603  39.53945033 50.09764696],[217.37254116 208.21288475 202.99905512],
585,[215.37373356 208.13465791 202.2658358 ],[128.0929516  119.84129633 117.77550758],[57.94514459 59.71617052 69.06655948],[176.24716934  16.60387486  51.93801895],[156.73309291 165.56831395 162.89574649],
586,[119.90259098 107.56233895  99.70692577],[197.46880673 206.51523904 210.69605821],[60.47328629 53.21335389 52.19506048],[202.06635555   7.40958145 105.48249964],[153.60305102 152.38299152 152.25400367],
587,[148.51520182 106.33693004  69.84807203],[197.4850974  167.04736031 110.247868  ],[ 17.29462738 101.05285962 195.07279029],[216.11531274 212.12636685 202.04566782],[66.35328572 50.78711744 49.16669236],
588,[44.05125256 38.61181033 54.43887264],[216.23935474 207.04569738 205.01021317],[156.06375364 134.86347066 139.36807324],[104.0436694   74.24343005  89.55175361],[210.95506209  14.30772469  36.62839402],
589,[200.12206082 167.17276888 133.36064405],[169.35016659  37.75369662  48.82680287],[ 99.89033297 168.54723224 180.90759233],[59.61539791 44.04501015 50.13623994],[157.75690334 110.64999133  92.10032443],
590,[158.13651778 109.0955335  103.65022746],[198.77001322  12.17302411 100.44858102],[200.95934688 162.70296233 150.40700165],[216.15706573 207.86171145 200.06867445],[79.33899945 50.22121394 53.01435707],
591,[165.22389658 120.86912758  89.44173822],[193.59284105 166.56637716 133.80274655],[134.09537864  76.45989818  55.10430655],[202.84562641 210.97296503 213.9730385 ],[47.72192548 38.96507277 42.99357109],
592,[247.25551675 245.41567571 223.21847247],[196.26396398 151.52009539 116.97150669],[154.14833456  95.42557824  74.13193463],[43.50498896 33.06251656 27.86160412],[231.09148645 197.37965528 158.35997265],
593,[60.89571783 49.93695549 69.55826601],[245.02797584 243.87687906 237.20150779],[24.62344294 15.5486691  21.44612909],[ 91.66326319  92.24484296 124.78190111],[35.99688214 25.97051923 35.26631475],
594,[101.47439056 140.50461448 185.52167518],[181.98169676 108.4164949  128.74488141],[189.70000695 208.68687921 233.70625825],[38.11585674 41.44717484 48.95938118],[234.13960746 198.75528014 191.27956042],
595,[209.32147483 160.63337224 119.83862303],[214.78212458  28.32571811  58.77288026],[52.8672778  28.59617377 24.99234755],[143.68891675 101.42840976  70.81587103],[243.25932504 227.01696837 211.2529005 ],
596,[31.5910535  28.37838941 31.39942637],[192.61606329 162.84483821 149.03913547],[204.12153303  27.01067406  52.16666667],[240.40976856 227.94052335 215.0234223 ],[87.66841289 97.10835898 80.0225822 ],
597,[26.19509743 21.66769473 29.41660048],[213.93703257 192.29191797 147.31966224],[241.34053324 239.88375681 236.70382335],[171.5154748  140.00621844  95.95219214],[111.01145057  74.48882089  54.81817284],
598,[200.88735872 150.00627603 127.09729328],[164.03233582  73.5219713   58.35172618],[117.77522303 115.19221569 117.32288295],[232.06223742 232.29066699 234.82451998],[26.7143758  20.30412849 20.69571386],
599,[186.45569132 149.36144625 114.42847782],[128.99911343 112.70292047  44.61247718],[242.92631045 239.95183638 235.77986808],[49.73508299 30.40718202 27.71319027],[23.55839684 47.70548424 88.69276667],
600,[214.05378154 197.20377209 166.1955099 ],[61.82490491 61.71310095 31.42019497],[165.78944963 196.71003618  29.93134641],[158.38852744 134.21999015 101.069416  ],[235.96296644 236.72275321 228.41277035],
601,[143.1420149   97.59339324  64.21251318],[213.45474933 165.16640526 127.94121127],[61.40032486 38.62364514 30.84959164],[219.27582545  29.79841668  47.32264916],[243.37466891 236.85562929 228.10079462],
602,[177.5287437   41.08562496  55.18662668],[48.34876801 42.37816624 31.88939363],[241.33174949 226.65317607 215.13181285],[184.34859794 162.35764267 138.7115275 ],[ 97.90275467 121.79301574  59.58142437],
603,[238.08369305 233.64028777 225.95615508],[149.54423731 129.341788    72.68089536],[90.43372387 51.13292336 28.18865857],[153.23833913  76.50110654  36.83766466],[198.77693827 168.68741991 123.38810871],
604,[151.16603553 151.55807629 149.18706968],[83.94722147 83.94766412 83.56844184],[198.52883136 185.57146737 176.18022993],[127.33496957 126.69513527 122.20358364],[110.0653973  111.82729635 110.23455272],
605,[131.0414589  111.83678994 103.11163576],[207.39508009 197.37707965 182.77851101],[89.24181045 78.521428   74.4390753 ],[174.25209599 157.21902161 143.89643104],[66.95934468 57.82518924 56.87627492],
606,[ 96.28947556 112.18327005  93.97873754],[172.60209546 135.3137369  119.63457509],[228.39099941 220.15757459 206.37355353],[200.43338612 196.81060826 188.32513996],[108.50272568  74.48884721  73.04026007],
607,[41.39378426 39.28216704 40.35381732],[224.21253086 217.24897144 203.07094158],[117.4912346   43.66892733  67.69158824],[148.78113008 139.09599047 109.12610824],[172.978325    70.34987816  84.41009363],
608,[174.82880762 165.21614329 144.85779896],[227.98196695 220.51603614 207.02927174],[58.21288818 47.71338487 44.13177558],[121.34296767 123.00049737 114.70594087],[ 69.81199133  75.01130043 101.91919902],
609,[42.94992153 37.72862259 35.8245141 ],[178.79189249 159.90908545 142.55364678],[133.80300403 114.48046616 101.95027286],[201.16333143 188.21576351 173.49615653],[86.03498088 73.75002785 71.43013109],
610,[219.99935587 210.21036515 178.49503706],[ 94.53201684  93.40990507 100.67683145],[59.59012243 55.76395103 63.5852322 ],[145.63128929 140.33594204 131.8573881 ],[186.4879865  174.59847401 154.45249624],
611,[216.802759   210.29754341 201.77255275],[166.45376931 140.7719747  112.45442605],[92.21803769 72.11373069 59.28073757],[183.74032574 181.50058026 195.78572972],[121.19502546  90.49664823  74.56731016],
612,[156.71532238 139.93774704 126.18929101],[115.72501577 108.23040537 155.79849206],[234.76950987 228.81570835 212.64898684],[115.43550425 107.30609166 100.22650712],[205.10269161 194.09222423 182.60550842],
613,[170.14801705 156.97578634 130.68562465],[61.4518362  58.92418923 52.62538895],[121.24962315 114.32418386 100.36848381],[219.50308133 217.08820525 199.19185012],[200.40967018 197.78870276 179.46908187],
614,[141.14625612 131.39122381 127.49870333],[ 57.15510752  76.99510305 115.39149049],[71.79247672 67.81327426 62.12143955],[177.68282595 173.78322486 168.33268948],[209.08780121 203.80851238 197.73174753],
615,[136.32842365 133.31589688 110.82389785],[215.43361716 209.78653135 128.29170609],[136.43605604 163.38241766 177.00716226],[184.04065394 189.60982988 169.10640061],[232.02931204 231.28972985 213.44044624],
616,[155.08784882 151.60806692 136.35781292],[85.75234836 83.46058764 74.20596374],[143.18878347 164.12102865 188.62752013],[52.97076234 56.9635044  55.16188809],[133.85185732 132.12178206 118.26253303],
617,[71.57183008 69.33360609 63.8277003 ],[176.42675836 161.66160684 143.41591189],[199.14832715 188.20249818 170.02148075],[231.89685669 222.49794571 208.29680719],[121.00335305 114.01676523 103.22587332],
618,[219.94330789 213.68625954 205.87295165],[184.8804501  186.75881641 192.29853076],[136.10783907 133.3708005  130.7563943 ],[173.87035133 171.85157416 171.30365259],[44.04162211 43.76852842 44.82701324],
619,[47.97893134 48.07980326 48.04150919],[237.91142427 228.82123549 214.39377825],[198.02494794 185.20587154 169.41353967],[ 95.79416951  91.44863054 106.90425532],[168.35884442 171.94606326 125.03684396],
620,[153.3650482   67.3581459   64.53046531],[190.23778535 170.40129338 163.56627022],[127.7066745  118.74278097 119.89457273],[209.71967484 187.08704891 179.08969826],[70.08949895 71.23298676 82.4862133 ],
621,[182.73694824 170.52433341 160.01617746],[215.35322816 205.87515788 192.72517893],[112.56000757  96.72486464 135.16257204],[142.68399897 129.2630497  133.01295793],[106.69530488  76.79272933  86.19428284],
622,[87.13813662 74.00537739 72.27268831],[122.72602575 113.25803152 109.1041792 ],[140.49531852 131.43605926 127.34037037],[56.6819418  50.38378939 51.42083941],[213.31765165 191.18704896 172.79968793],
623,[200.44798535 175.36080586 180.15132275],[140.54451424 105.79990221 117.58248392],[104.84444831  79.65784721  87.89908397],[47.31773297 37.19833804 39.36640466],[180.55169687 133.71532125 149.88950577],
624,[69.18168562 62.88597259 61.17847769],[186.52390974 116.28808605  91.52870338],[205.372602   178.75853373 165.72448888],[179.74236375  70.5873205   68.40723807],[235.10420152 229.62641323 217.85891499],
625,[79.30343054 59.26931757 60.66784458],[128.92819354  65.70716838  64.40296756],[172.87674427 142.34704075 124.8121183 ],[108.32569465  94.79795898  87.13414166],[199.49558385 192.63820024 182.03216178],
626,[183.68804022 142.70387194 124.84657788],[108.67510186  62.96578036  62.54647794],[170.15223852  93.54159318  80.36710237],[47.58136504 41.62967059 62.60348369],[235.33597686 227.85205876 218.33005556],
627,[91.00943549 83.98571197 84.79565428],[213.5606136  209.45793674 181.66402523],[164.73989739 145.02499389 136.04019057],[68.95357278 62.46913674 65.00620038],[126.15443719 110.40539023 109.89571205],
628,[189.78871143 173.70616697 161.43905044],[91.39403664 87.57942238 87.23285199],[46.67646267 43.54179261 45.32889421],[209.32901133 197.2002096  191.60515519],[121.1275228  136.73919868 138.9088055 ],
629,[210.2753283  165.11414917 157.53579056],[169.90798    134.37955934 127.04925014],[68.27016033 94.02880934 92.50854158],[101.69245294  80.49901232  78.33284917],[120.43840708  98.40747046  93.73878288],
630,[127.37768838 124.21060051 131.68439149],[102.32803268  94.90322664  95.57676103],[27.73328262 24.31867066 25.0520577 ],[68.89254835 65.34155535 57.55165265],[160.04656034 153.40737305 149.23779886],
631,[78.85026869 70.01645701 63.14331949],[120.8272392  126.41167942  93.34790952],[53.92796774 49.29018152 46.7017459 ],[153.98380793  43.01284199  17.01786711],[170.20549668 165.41476558 125.73396803],
632,[63.1975614  45.67364395 46.10342799],[192.02277604 167.83000495 151.67288331],[133.70251204  82.79708649  75.02804542],[ 75.55845027  76.88935507 150.63227971],[122.52099862 122.57648366 163.028245  ],
633,[199.08129124 176.94170064 175.56849229],[30.37712017 33.69833587 45.6113089 ],[ 97.39906284 103.47800943 130.5730597 ],[86.49640669 70.25707946 71.4467055 ],[129.68135664 132.39011694 152.82661469],
634,[235.88113839 235.46500362 226.99536426],[82.26813673 76.67972785 74.79531109],[30.06353091 27.84982606 41.26441764],[179.94870806 148.6553413  126.42194369],[213.46628708 202.86934372 111.41514334],
635,[63.36424763 52.8655606  52.21110846],[190.43573017 152.80213516 131.30080222],[210.63126693 184.72723473 172.53138302],[148.60860052 122.87960392 117.64952734],[95.18691476 88.09773282 79.70553699],
636,[181.76040645 171.51589783 163.2648711 ],[106.55532176  75.05520578 125.78472728],[160.7186972  133.93670609 128.2121269 ],[106.17306757  74.26407389  76.83412737],[206.58536704 199.97596705 186.42905596],
637,[165.29775488 146.22067406 128.91540039],[117.44154434  93.53834507  92.87117372],[199.15145775 182.18006369 157.52034261],[62.13257862 61.77932504 66.00168007],[218.98275967 205.48159912 179.45295178],
638,[66.22865594 67.08573119 79.64685282],[114.00731132 114.07973842 124.98595626],[182.19343116 162.48283457 154.94656278],[224.19983456 216.94124459 207.32325019],[167.7140647  136.50979363 116.47716662],
639,[199.40561393 120.87030641 102.68293041],[187.16533082  68.17525205  73.41207542],[221.78409883 183.6148242  164.31935382],[118.97420913  90.34348506  77.96962713],[64.10403779 46.41845563 46.31749556],
640,[139.92650029 131.5365218  127.54121327],[213.15230774 192.31378324 182.95482679],[86.90157238 52.00689841 61.2010945 ],[50.78241349 32.46061064 39.96600174],[229.58919207 220.90772973 215.44189405],
641,[120.89728875 105.54518753 107.3470854 ],[ 68.61577741  58.01905074 100.44144026],[206.10114262 196.64670074 188.89553696],[62.72540196 34.94471795 39.82344176],[150.50109581 139.94228728 132.52971095],
642,[56.99515333 35.87473163 42.00316435],[163.96612015 160.47899321 149.76373767],[108.06790429 101.8176452   98.15279593],[84.90096445 54.29524975 61.77136894],[223.03014566 212.52628246 202.59822673],
643,[130.45901931 121.46384654  97.47863313],[95.19504522 83.74885306 66.13383143],[45.44883836 43.45723163 43.23836089],[162.47989148 153.40907835 124.37318194],[195.45741952 186.88780941 154.91554444],
644,[60.85116146 44.07433823 59.6429471 ],[164.34672861 118.828223   108.26933798],[121.93762794  48.71623154  57.71930211],[231.5804533  222.70606833 209.32861067],[208.66236906 182.78565673 180.56164384],
645,[152.35968341 114.89802621  89.58208808],[210.63292589 192.23300318 164.27660092],[56.84166922 41.66218336 41.56119805],[103.35439501  70.46627368  59.61692917],[180.82178238 159.2837241  130.72354082],
646,[71.98019102 65.52925363 66.96894234],[209.84148703 195.16515655 177.50369637],[212.39921128 190.03314601 113.25126688],[151.22628686 140.5561728  132.89687371],[228.29116181 216.89056285 202.30542728],
647,[43.61841275 33.69376057 39.70742115],[176.49896985 142.61288224 137.70738452],[102.41946628  63.36367346  64.4256413 ],[201.14461791 196.11246587 192.4805842 ],[140.97298822  92.3300813   91.56243571],
648,[141.23891776 126.96132681 118.82102823],[65.48562989 56.56576182 60.59830748],[44.43290838 41.59224594 44.77261266],[177.17179126 161.14409027 144.25771509],[107.34463769  86.70346102  79.80244676],
649,[61.41470804 58.21202784 62.03668738],[192.4891898   52.19446973  39.99738279],[250.96539282 250.21207151 248.22929309],[186.67497764 154.38558793 130.54022062],[117.86528552 109.7067093  102.66889517],
650,[133.37074493  89.35322942  95.3567221 ],[176.48655136 167.97482612 156.94579512],[69.39157152 58.76463225 61.59632819],[198.72381584  83.4803244   98.85606993],[217.62793466 201.4919536  183.93109856],
651,[161.60326772 153.32286782 138.4003057 ],[82.22837391 75.70528693 76.80716281],[121.16698087 114.95279391 109.70562803],[50.29450773 41.07662564 47.06248961],[190.64364771 185.79311122 169.76385366],
652,[188.86608564 139.39684635 118.51782368],[209.35350468 187.79900482 167.21206363],[133.13963223 101.38304951  93.84319548],[146.18708929 140.29040072 144.05883262],[84.03695472 66.04492962 65.70022225],
653,[151.25771884 133.64236434 132.83473602],[38.9347966  32.74472393 43.72396825],[63.73148423 55.18445643 70.08919576],[110.32282858  97.30812851 101.94175294],[196.61570797 185.56140351 178.89057607],
654,[227.23157048 218.04377345 201.92814008],[130.1434341  125.04274632 122.21924984],[203.05754499 188.92618114 154.1441557 ],[64.13615669 50.5782722  50.68884403],[94.81820238 91.59906613 91.87416994],
655,[163.44763964 148.03931532 131.02446847],[111.8154271   97.08829538  87.55439964],[126.01613906 127.77083098 149.50616167],[198.8485342  181.2085533  159.68651017],[48.78060142 42.45018432 41.93422714],
656,[51.10389335 42.1041522  50.18637267],[198.47631681 172.84704508 130.39312141],[78.37323714 60.46932863 69.00615922],[117.02844676  89.80543435  81.0202584 ],[157.93686354 128.77509995 105.54793694],
657,[168.27980535 158.38996231 150.06106579],[45.03232199 40.24205509 41.9997184 ],[78.12907981 65.86808275 66.3898074 ],[127.68068759 103.0221383   99.37908582],[211.04511583 207.36497651 197.47329769],
658,[144.40076199 133.97720336 119.19195066],[112.36340496  99.44767063  85.60430356],[215.45443962 206.92027375 187.50379229],[81.89024961 45.67973025 42.66399495],[179.50355739 173.94227049 156.61077826],
659,[162.70452016 134.74152949 105.25630252],[116.21816903  89.43426121  64.32398754],[56.00506924 46.05799892 40.43507689],[214.55127937 208.5820459  187.174252  ],[177.93349281 170.7268893  154.07635894],
660,[ 78.16599884 104.32840166  82.43028871],[202.52627846 172.61434164 129.03850718],[150.87139244 131.06664683 100.06746504],[246.39979727 233.80973114 207.0695564 ],[37.17506476 52.42133816 43.59254191],
661,[110.04595241  98.49765517  92.9531191 ],[225.70557456 218.49084323 203.5155967 ],[169.32442898 144.39279988 127.79407049],[75.4187513  70.98233046 69.89387872],[143.48441157 121.24609883 108.46158973],
662,[70.24697115 74.11122445 81.16636829],[185.61928867 189.19318163 172.06120476],[124.07057142 131.2055449  104.08106685],[164.44810931 161.41025315 130.35814003],[48.68471811 49.64748919 56.84658604],
663,[159.21280475 130.39600368 103.36433016],[46.56866706 39.30939815 45.5649747 ],[196.19598685 170.73197765 131.68776834],[81.87966904 67.74405002 59.77569605],[126.13733327  99.00067389  80.60396431],
664,[120.52043765  91.62340266 127.23588073],[154.0981252  151.09715366 171.39769982],[ 95.86699256  62.05488657 103.94620815],[114.06579248 117.73721728 145.92519581],[176.87480623 170.28238358 186.54811806],
665,[195.99832376 126.61075586 133.91083346],[53.63920857 47.47004647 49.24690638],[177.94916448 109.36917581 116.9569959 ],[91.03288272 80.93941055 78.16904153],[208.6064227  192.11961663 178.21645507],
666,[158.44707163 108.44403827  96.80337559],[67.98898985 65.73564939 68.20832252],[105.85693359  88.81179936  89.4729611 ],[168.62134526 156.30595321 149.14776277],[121.43100466 125.20104527 125.80929463],
667,[47.35107206 38.04835865 36.01390737],[156.44626902 146.77389864 135.18525546],[195.76897959 190.76670807 182.534126  ],[119.78684531 104.92785959  89.64381021],[89.70491763 71.96873477 57.33711863],
668,[ 95.02859631  99.63413445 111.69160571],[189.96759965 175.93544664 151.71950616],[151.71050946 157.89870247 147.77366736],[133.71522854  94.79811287  77.02371806],[75.11041524 58.48095402 52.71353809],
669,[67.70948143 66.5950109  75.96951503],[ 83.63945232 114.70292107  93.92663427],[137.98732546 127.65413534 138.52653061],[46.02450488 39.16839283 48.66789093],[177.55645274 173.07643046 173.8584157 ],
670,[195.11568123 155.11078663 120.03697686],[49.00534629 44.55102566 43.88462583],[125.339303    76.74471028  61.69858941],[27.94054335 26.58387592 26.51174758],[162.91238883 121.4262668   94.31995863],
671,[195.8448303  183.13843648 165.78291478],[172.28138878 155.89511506 138.01707711],[130.74530401 117.38827562 107.10521084],[102.15662712  76.51095224  61.32479803],[51.90703887 37.16118166 36.31833669],
672,[192.75021536 184.64140879 110.2598403 ],[122.12333222 104.30339653  70.56628599],[145.32969284 141.07388961 114.02887213],[65.15022082 58.75981073 69.45495268],[163.84643332 148.44526319  72.90954525],
673,[122.25455487 110.13611951 108.19317848],[71.30870124 64.83976743 66.80866743],[28.69414524 25.04749266 24.41168891],[150.55696149 144.53682482 144.18176294],[ 4.09599585  8.07918937 75.98025311],
674,[168.11117951 150.14310001 126.28394302],[30.84351857 29.84317056 32.17045771],[225.36679401 216.64716037 198.81670689],[112.71250767  33.42968271  25.92427031],[105.17809756  90.97276701  78.27217516],
675,[185.67847599 190.54164959 127.00490188],[77.85776187 82.51042452 62.63916101],[237.99308509 205.14477375 167.59804314],[124.36166077 125.23002152  91.84985767],[156.84624982 166.01238929 112.60867426],
676,[155.67477656 150.21081378 125.94318716],[81.07533439 75.58342481 67.61052161],[190.71255625 184.57600727 151.43347912],[117.10521411 114.96842689 104.06780564],[40.79384426 41.75959028 44.25241524],
677,[194.5327861  192.80532354 165.7765937 ],[88.39352171 72.00569587 56.45619654],[127.17463053 111.85650908  84.90604425],[160.28142506 149.70673219 117.10665848],[52.75938447 44.62148039 39.91587234],
678,[ 71.05220629  82.36615197 123.84111077],[68.07133645 61.00838337 75.05552591],[208.27269639 202.0791887  193.32068514],[159.02672644 140.92492962 137.52559691],[104.29769471 110.64582647 138.38268757],
679,[172.51542123 129.18842664 119.02042941],[169.87817409 175.74700128 180.6101571 ],[212.56479679 167.62989835 156.65703219],[216.72858726 206.66824454 198.10347755],[165.84225931  91.00885048  98.2778494 ],
680,[162.95227619 174.65035991 179.45355951],[194.60845268 203.38470327 202.59988914],[127.75358063 120.14993708 105.34248217],[52.60349174 43.24032058 39.03252813],[85.58619999 73.68412264 61.98343464],
681,[211.33074876 206.26650722 187.21287402],[144.76430754  79.71396896  66.79421106],[47.22193652 43.41521581 43.32959742],[199.67510897 177.73317    114.38189795],[ 75.52027027 100.55060844  67.72376294],
682,[99.6516615  74.0839167  64.56253877],[180.78514835 171.45214653 154.95292558],[137.04552045 104.78349665  86.93630637],[65.64393647 53.00125818 50.51029586],[161.6804755  136.02318984 116.0814121 ],
683,[38.9132244  34.57046077 50.41624378],[171.25794251 135.19373768 129.20606977],[73.14032995 64.51220073 55.94651223],[122.68359137  94.33292698  93.4244179 ],[ 65.48511839  63.24737922 100.3770618 ],
